pub_year,updated_usage,open,references,tc_wos,cited,u1,u2,pub_month,score,bloggers,tweets,news_outlets,facebook,mendeley,impact,time
2012,505,1,45,54,54,2,24,7,25,3,10,0,0,65,3.292,252.4285714
2012,453,1,59,73,74,2,40,7,115,5,108,0,8,147,3.292,252.4285714
2012,1668,1,29,8,8,2,9,11,4,0,5,0,0,32,3.292,234.8571429
2012,1252,1,12,3,3,1,3,7,3,0,2,0,0,10,3.292,252.4285714
2012,1607,1,26,59,59,2,24,7,40,1,44,0,2,97,3.292,252.4285714
2012,1381,1,34,6,6,2,29,11,6,0,7,0,1,19,3.292,234.8571429
2012,1282,1,15,6,6,2,21,11,8,0,9,0,0,44,3.292,234.8571429
2012,1489,1,62,14,14,1,21,11,10,1,3,0,0,25,3.292,234.8571429
2012,982,1,47,29,29,7,49,7,21,1,13,0,1,36,3.292,252.4285714
2012,340,1,21,7,7,3,16,10,89,0,110,1,4,15,3.292,239.2857143
2012,1238,1,11,7,7,0,2,11,15,0,21,0,0,14,3.292,234.8571429
2012,1342,1,21,5,5,0,4,11,0,0,0,0,0,0,3.292,234.8571429
2012,1114,1,22,14,14,3,10,11,32,1,24,1,0,10,3.292,234.8571429
2012,678,1,19,5,5,0,8,8,11,0,0,1,0,29,3.292,248
2012,1452,1,94,11,11,3,28,11,0,0,0,0,0,0,3.292,234.8571429
2012,1622,1,26,9,9,1,1,10,1,0,2,0,0,17,3.292,239.2857143
2012,1156,1,15,9,9,1,1,10,1,0,2,0,0,1,3.292,239.2857143
2012,1167,1,31,6,6,0,14,11,2,0,2,0,0,21,3.292,234.8571429
2012,29,1,17,7,7,0,7,8,3,0,5,0,0,11,3.292,248
2012,1407,1,9,2,2,0,3,8,1,0,2,0,0,11,3.292,248
2012,800,1,31,6,6,1,9,8,0,0,0,0,0,0,3.292,248
2012,1072,1,14,3,3,0,4,12,15,2,3,0,0,12,3.292,230.5714286
2012,1159,1,74,34,35,1,25,4,3,0,4,0,0,76,3.292,265.4285714
2012,702,1,10,1,1,0,11,4,0,0,0,0,0,0,3.292,265.4285714
2012,1003,1,29,3,3,1,4,4,16,0,7,1,0,7,3.292,265.4285714
2012,1037,1,33,9,9,0,4,4,0,0,0,0,0,0,3.292,265.4285714
2012,1292,1,29,14,14,1,7,10,19,1,4,1,0,3,3.292,239.2857143
2012,1200,1,38,11,11,0,6,10,1,0,1,0,0,4,3.292,239.2857143
2012,1539,1,25,18,18,1,27,10,2,0,3,0,0,54,3.292,239.2857143
2012,1627,1,25,28,28,1,10,10,3,0,3,0,0,24,3.292,239.2857143
2012,745,1,43,26,26,0,13,8,0,0,0,0,0,0,3.292,248
2012,35,1,26,8,8,1,27,11,1,0,1,0,0,4,3.292,234.8571429
2012,981,1,23,3,3,0,8,9,1,0,1,0,0,19,3.292,243.5714286
2012,1387,1,10,6,6,0,5,11,3,0,3,0,0,3,3.292,234.8571429
2012,483,1,32,3,3,0,6,10,0,0,0,0,0,0,3.292,239.2857143
2012,1268,1,20,5,5,2,9,10,8,0,10,0,0,14,3.292,239.2857143
2012,269,1,16,5,5,1,8,10,3,0,3,0,0,9,3.292,239.2857143
2012,632,1,24,5,5,0,3,10,0,0,0,0,0,0,3.292,239.2857143
2012,1112,1,36,4,4,0,3,7,6,0,7,0,0,13,3.292,252.4285714
2012,579,1,26,3,3,0,13,3,0,0,0,0,0,0,3.292,269.8571429
2012,1357,1,32,7,7,1,10,3,0,0,0,0,0,0,3.292,269.8571429
2012,968,1,43,9,9,0,7,5,0,0,0,0,0,0,3.292,261.1428571
2012,533,1,68,18,18,3,18,5,0,0,0,0,0,0,3.292,261.1428571
2012,753,1,15,1,1,0,7,10,2,0,3,0,0,18,3.292,239.2857143
2012,2,1,36,1,1,2,9,8,1,0,0,0,1,8,3.292,248
2012,1667,1,39,19,19,3,18,8,2,0,2,0,0,6,3.292,248
2012,1462,1,13,18,18,1,10,10,1,0,2,0,0,31,3.292,239.2857143
2012,608,1,32,21,21,0,4,7,4,0,6,0,0,13,3.292,252.4285714
2012,1020,1,26,18,18,0,7,2,0,0,0,0,0,0,3.292,274
2012,877,1,42,59,60,2,25,9,11,0,10,0,0,103,3.292,243.5714286
2012,1047,1,16,4,4,0,3,12,2,0,3,0,0,16,3.292,230.5714286
2012,1107,1,25,8,8,0,8,12,3,0,4,0,0,20,3.292,230.5714286
2012,660,1,21,16,16,1,7,7,1,0,1,0,0,9,3.292,252.4285714
2012,1297,1,37,2,2,0,6,7,0,0,0,0,0,0,3.292,252.4285714
2012,1083,1,18,3,3,4,21,11,2,0,3,0,0,35,3.292,234.8571429
2012,724,1,28,6,6,0,4,11,3,0,4,0,0,19,3.292,234.8571429
2012,1800,1,58,27,27,2,10,6,13,0,3,1,1,45,3.292,256.7142857
2012,23,1,45,10,10,1,40,6,4,0,5,0,0,9,3.292,256.7142857
2012,1637,1,49,3,3,0,5,9,1,0,1,0,0,2,3.292,243.5714286
2012,719,1,30,5,5,0,1,7,1,0,1,0,0,19,3.292,252.4285714
2012,1491,1,24,24,24,1,5,2,0,0,0,0,0,0,3.292,274
2012,798,1,53,1,2,1,6,12,0,0,0,0,0,0,3.292,230.5714286
2012,1576,1,23,16,16,0,2,9,2,0,3,0,0,30,3.292,243.5714286
2012,1182,1,12,4,4,1,5,9,0,0,0,0,0,0,3.292,243.5714286
2012,1774,1,19,6,6,1,18,9,8,0,10,0,0,44,3.292,243.5714286
2012,1605,1,27,10,10,3,11,9,0,0,0,0,0,0,3.292,243.5714286
2012,290,1,22,23,23,0,4,8,24,2,16,0,1,34,3.292,248
2012,1,1,28,6,6,2,11,8,5,0,8,0,0,32,3.292,248
2012,315,1,9,2,2,0,1,5,2,0,2,0,0,10,3.292,261.1428571
2012,1273,1,69,16,16,1,35,11,0,0,0,0,0,0,3.292,234.8571429
2012,1268,1,23,3,3,1,8,11,0,0,0,0,0,0,3.292,234.8571429
2012,106,1,53,20,20,1,12,7,6,0,10,0,0,30,3.292,252.4285714
2012,1738,1,58,9,9,1,16,9,13,1,8,0,0,34,3.292,243.5714286
2012,241,1,38,13,13,3,30,6,7,0,9,0,0,98,3.292,256.7142857
2012,1644,1,33,10,10,1,14,6,10,1,5,0,0,27,3.292,256.7142857
2012,1080,1,46,3,3,0,4,7,5,0,6,0,0,12,3.292,252.4285714
2012,1583,1,27,9,9,1,23,11,3,0,2,0,1,19,3.292,234.8571429
2012,1306,1,25,6,6,0,9,11,1,0,1,0,1,26,3.292,234.8571429
2012,771,1,49,3,3,1,16,11,2,0,2,0,0,23,3.292,234.8571429
2012,483,1,23,9,9,0,2,11,0,0,0,0,0,0,3.292,234.8571429
2012,1666,1,21,3,3,0,6,11,1,0,1,0,0,9,3.292,234.8571429
2012,965,1,29,7,7,0,4,6,0,0,0,0,0,0,3.292,256.7142857
2012,568,1,26,1,1,0,7,6,1,0,2,0,0,14,3.292,256.7142857
2012,564,1,44,36,36,2,18,5,3,0,5,0,0,71,3.292,261.1428571
2012,1419,1,38,0,0,0,2,5,3,0,3,0,0,4,3.292,261.1428571
2012,1158,1,26,8,8,1,4,6,2,0,3,0,0,8,3.292,256.7142857
2012,1294,1,41,8,9,1,7,2,0,0,0,0,0,0,3.292,274
2012,1061,1,19,5,5,0,5,10,6,0,8,0,1,27,3.292,239.2857143
2012,114,1,65,25,25,2,10,12,2,0,3,0,0,10,3.292,230.5714286
2012,1017,1,36,5,5,1,6,2,0,0,0,0,0,0,3.292,274
2012,147,1,25,8,8,0,7,10,3,0,4,0,0,12,3.292,239.2857143
2012,1420,1,21,13,13,1,12,10,6,0,9,0,0,6,3.292,239.2857143
2012,1597,1,22,5,6,0,14,12,22,0,30,0,1,2,3.292,230.5714286
2012,1240,1,42,14,14,1,12,12,11,0,14,0,0,10,3.292,230.5714286
2012,1072,1,19,6,6,0,13,12,1,0,2,0,0,20,3.292,230.5714286
2012,1655,1,22,18,19,3,17,4,3,0,4,0,0,21,3.292,265.4285714
2012,815,1,30,41,41,3,39,6,13,1,6,0,0,154,3.292,256.7142857
2012,294,1,22,6,6,0,12,1,0,0,0,0,0,0,3.292,278.4285714
2012,283,1,24,14,14,0,13,9,1,0,1,0,0,6,3.292,243.5714286
2012,1274,1,55,21,21,3,49,12,20,0,24,0,2,30,3.292,230.5714286
2012,53,1,49,11,11,1,28,12,2,0,2,0,0,3,3.292,230.5714286
2012,1381,1,33,6,6,0,6,9,1,0,1,0,0,23,3.292,243.5714286
2012,890,1,8,4,4,0,2,8,1,0,1,0,0,10,3.292,248
2012,129,1,11,19,19,0,14,8,0,0,0,0,0,0,3.292,248
2012,1167,1,8,10,10,0,6,8,8,1,1,0,0,18,3.292,248
2012,1755,1,112,15,16,2,30,8,2,0,3,0,0,4,3.292,248
2012,1103,1,27,1,1,0,5,3,0,0,0,0,0,0,3.292,269.8571429
2012,1514,1,26,1,1,0,4,5,3,0,5,0,0,1,3.292,261.1428571
2012,603,1,6,2,2,0,0,1,0,0,0,0,0,0,3.292,278.4285714
2012,1116,1,15,1,1,0,4,4,2,0,2,0,0,14,3.292,265.4285714
2012,133,1,3,5,5,2,6,12,2,0,2,0,0,18,3.292,230.5714286
2012,67,1,28,20,20,1,11,6,0,0,0,0,0,0,3.292,256.7142857
2012,544,1,24,10,10,2,8,5,1,0,1,0,0,14,3.292,261.1428571
2012,407,1,30,5,5,0,3,5,1,0,1,0,0,19,3.292,261.1428571
2012,596,1,29,4,4,1,10,5,0,0,0,0,0,0,3.292,261.1428571
2012,1440,1,21,3,3,0,9,6,0,0,0,0,0,0,3.292,256.7142857
2012,1393,1,16,13,13,1,11,5,0,0,0,0,0,0,3.292,261.1428571
2012,740,1,49,1,1,2,9,5,0,0,0,0,0,0,3.292,261.1428571
2012,501,1,22,1,1,0,1,5,0,0,0,0,0,0,3.292,261.1428571
2012,1611,1,42,7,7,1,14,5,9,1,2,0,0,2,3.292,261.1428571
2012,1013,1,32,3,3,0,5,6,1,0,1,0,0,9,3.292,256.7142857
2012,292,1,12,0,0,0,1,9,1,0,0,0,1,4,3.292,243.5714286
2012,1501,1,25,4,4,0,9,1,0,0,0,0,0,0,3.292,278.4285714
2012,814,1,37,8,8,1,5,1,0,0,0,0,0,0,3.292,278.4285714
2012,185,1,22,22,23,1,11,12,22,1,8,0,3,1,3.292,230.5714286
2012,741,1,66,28,28,4,29,1,0,0,0,0,0,0,3.292,278.4285714
2012,1681,1,37,29,29,0,8,10,9,0,12,0,0,66,3.292,239.2857143
2012,1736,1,30,13,13,0,8,4,5,0,5,0,0,31,3.292,265.4285714
2012,1249,1,19,9,9,0,0,1,0,0,0,0,0,0,3.292,278.4285714
2012,960,1,21,1,1,0,10,12,1,0,1,0,0,4,3.292,230.5714286
2012,1253,1,24,11,11,0,6,12,4,0,6,0,0,22,3.292,230.5714286
2012,125,1,35,6,6,3,13,12,2,0,2,0,0,39,3.292,230.5714286
2012,1555,1,69,32,33,1,10,4,3,0,5,0,0,77,3.292,265.4285714
2012,1591,1,27,15,15,1,5,4,0,0,0,0,0,0,3.292,265.4285714
2012,1804,1,27,15,15,0,33,12,0,0,0,0,0,0,3.292,230.5714286
2012,592,1,53,9,9,0,17,9,11,0,10,0,0,2,3.292,243.5714286
2012,1395,1,15,4,5,0,6,9,1,0,1,0,0,30,3.292,243.5714286
2012,1136,1,27,12,12,2,9,1,0,0,0,0,0,0,3.292,278.4285714
2012,932,1,47,2,2,0,5,4,3,0,2,0,1,8,3.292,265.4285714
2012,294,1,72,14,15,3,33,4,1,0,1,0,0,68,3.292,265.4285714
2012,545,1,50,16,16,2,25,9,3,0,4,0,2,40,3.292,243.5714286
2012,1408,1,23,26,26,2,11,4,16,1,6,0,0,40,3.292,265.4285714
2012,17,1,48,28,28,1,19,5,2,0,3,0,0,41,3.292,261.1428571
2012,1503,1,66,29,30,2,43,4,4,0,2,0,1,62,3.292,265.4285714
2012,1301,1,48,25,25,0,20,3,21,2,13,0,1,3,3.292,269.8571429
2012,1067,1,40,5,5,1,9,3,2,0,2,0,0,29,3.292,269.8571429
2012,1794,1,29,6,6,0,9,9,0,0,0,0,0,0,3.292,243.5714286
2012,1190,1,15,2,2,0,4,4,2,0,3,0,0,5,3.292,265.4285714
2012,875,1,12,3,3,0,3,1,0,0,0,0,0,0,3.292,278.4285714
2012,637,1,19,25,25,0,4,1,0,0,0,0,0,0,3.292,278.4285714
2012,1340,1,37,3,3,2,12,9,0,0,0,0,0,0,3.292,243.5714286
2012,1359,1,22,8,8,0,13,9,1,0,1,0,0,8,3.292,243.5714286
2012,1588,1,55,10,11,0,19,4,0,0,0,0,0,0,3.292,265.4285714
2012,1318,1,46,63,64,2,22,9,125,4,73,5,11,135,3.292,243.5714286
2012,1271,1,69,26,26,1,5,7,16,0,22,0,0,81,3.292,252.4285714
2012,1588,1,20,31,31,3,11,6,19,1,17,0,0,53,3.292,256.7142857
2012,643,1,57,60,62,3,21,5,0,0,0,0,0,0,3.292,261.1428571
2012,616,1,29,3,3,0,2,7,0,0,0,0,0,0,3.292,252.4285714
2012,1463,1,22,18,18,1,3,2,0,0,0,0,0,0,3.292,274
2012,1215,1,33,12,12,0,5,2,0,0,0,0,0,0,3.292,274
2012,237,1,16,3,3,0,3,9,0,0,0,0,0,0,3.292,243.5714286
2012,742,1,9,11,11,1,15,9,21,0,1,2,0,8,3.292,243.5714286
2012,1200,1,26,2,2,0,6,1,0,0,0,0,0,0,3.292,278.4285714
2012,965,1,16,10,10,0,5,8,0,0,0,0,0,0,3.292,248
2012,1538,1,62,7,7,2,19,8,7,0,9,0,0,17,3.292,248
2012,1453,1,70,59,59,5,36,1,0,0,0,0,0,0,3.292,278.4285714
2012,1708,1,56,7,7,1,20,2,0,0,0,0,0,0,3.292,274
2012,77,1,20,37,40,0,9,9,76,4,42,2,2,10,3.292,243.5714286
2012,1531,1,37,4,4,3,8,4,30,0,41,0,4,46,3.292,265.4285714
2012,1520,1,8,5,5,0,5,2,0,0,0,0,0,0,3.292,274
2012,634,1,22,32,32,0,25,3,1,0,1,0,0,49,3.292,269.8571429
2012,412,1,12,2,2,1,5,3,1,0,1,0,0,11,3.292,269.8571429
2012,896,1,13,1,1,2,8,2,0,0,0,0,0,0,3.292,274
2012,890,1,15,7,7,0,4,1,0,0,0,0,0,0,3.292,278.4285714
2012,1279,1,23,24,25,1,18,3,9,0,12,0,0,92,3.292,269.8571429
2012,258,1,43,21,21,1,25,8,31,0,6,3,0,55,3.292,248
2012,1823,1,14,20,20,0,12,1,0,0,0,0,0,0,3.292,278.4285714
2012,1410,1,24,6,6,0,6,5,0,0,0,0,0,0,3.292,261.1428571
2012,1359,1,41,9,9,1,19,6,2,0,2,0,0,12,3.292,256.7142857
2012,78,1,29,5,5,1,5,1,0,0,0,0,0,0,3.292,278.4285714
2012,1228,1,5,7,7,1,6,5,1,0,2,0,0,1,3.292,261.1428571
2012,455,1,54,4,4,0,3,6,0,0,0,0,0,0,3.292,256.7142857
2012,1176,1,38,24,24,0,6,3,3,0,5,0,0,27,3.292,269.8571429
2012,1818,1,22,8,8,0,3,8,1,0,1,0,0,38,3.292,248
2012,1294,1,22,2,2,1,12,3,1,0,2,0,0,33,3.292,269.8571429
2012,1395,1,46,27,27,1,9,3,7,0,5,0,0,10,3.292,269.8571429
2012,1442,1,30,9,9,0,17,1,0,0,0,0,0,0,3.292,278.4285714
2012,371,1,10,3,3,0,4,3,1,0,1,0,0,17,3.292,269.8571429
2013,416,1,34,9,9,1,10,12,31,1,19,0,1,11,3.468,178.4285714
2013,1840,1,22,4,4,0,11,2,2,0,3,0,0,7,3.468,221.7142857
2013,1769,1,18,8,8,0,6,12,0,0,0,0,0,0,3.468,178.4285714
2013,934,1,30,20,20,2,33,2,44,1,52,0,1,78,3.468,221.7142857
2013,1412,1,28,5,5,0,2,11,7,0,11,0,0,1,3.468,182.7142857
2013,247,1,35,33,33,1,14,2,9,0,11,0,1,9,3.468,221.7142857
2013,1569,1,23,2,2,0,0,11,0,0,0,0,0,0,3.468,182.7142857
2013,105,1,21,10,11,3,16,2,0,0,0,0,0,0,3.468,221.7142857
2013,828,1,45,8,8,2,19,12,20,0,26,0,0,19,3.468,178.4285714
2013,421,1,46,2,2,3,19,12,0,0,0,0,0,0,3.468,178.4285714
2013,950,1,33,17,18,1,16,12,35,1,33,0,2,13,3.468,178.4285714
2013,1837,1,47,4,4,1,7,12,4,0,6,0,0,5,3.468,178.4285714
2013,891,1,25,15,15,2,36,4,5,0,7,0,0,80,3.468,213.2857143
2013,165,1,21,5,5,1,16,12,12,1,6,0,0,2,3.468,178.4285714
2013,1444,1,28,7,7,1,8,12,4,0,1,0,0,36,3.468,178.4285714
2013,1818,1,30,5,5,0,4,12,14,1,3,0,0,33,3.468,178.4285714
2013,177,1,31,6,7,0,8,10,14,0,6,1,0,2,3.468,187.1428571
2013,1517,1,12,6,6,0,9,12,3,0,0,0,0,22,3.468,178.4285714
2013,559,1,33,3,3,0,4,12,12,1,5,0,0,11,3.468,178.4285714
2013,515,1,53,3,3,1,20,12,3,0,4,0,0,12,3.468,178.4285714
2013,789,1,22,2,2,0,6,11,0,0,0,0,0,0,3.468,182.7142857
2013,1114,1,6,5,5,0,3,11,0,0,0,0,0,0,3.468,182.7142857
2013,31,1,50,8,8,2,16,11,7,0,9,0,0,31,3.468,182.7142857
2013,40,1,29,4,4,0,6,12,9,1,2,0,1,1,3.468,178.4285714
2013,1176,1,15,2,2,0,1,9,0,0,0,0,0,0,3.468,191.4285714
2013,445,1,59,9,9,2,13,5,8,0,9,0,1,27,3.468,209
2013,476,1,33,10,10,2,19,5,17,0,5,1,3,32,3.468,209
2013,1394,1,57,25,27,6,49,5,5,0,9,0,0,51,3.468,209
2013,1205,1,51,18,19,2,29,5,18,1,5,1,0,20,3.468,209
2013,1516,1,37,4,4,3,11,12,3,0,0,0,0,13,3.468,178.4285714
2013,1610,1,40,3,3,0,8,7,2,0,2,0,1,14,3.468,200.2857143
2013,537,1,55,26,28,4,42,7,13,0,20,0,1,4,3.468,200.2857143
2013,940,1,25,31,31,2,30,7,5,0,9,0,0,34,3.468,200.2857143
2013,1038,1,41,28,29,4,30,7,12,0,19,0,0,8,3.468,200.2857143
2013,151,1,45,13,13,0,5,10,36,1,6,3,0,4,3.468,187.1428571
2013,520,1,21,11,11,1,25,10,1,0,2,0,0,17,3.468,187.1428571
2013,1741,1,13,5,5,0,2,9,2,0,3,0,0,1,3.468,191.4285714
2013,1814,1,46,7,7,2,7,10,6,0,7,0,1,10,3.468,187.1428571
2013,1262,1,65,1,1,0,7,10,1,0,1,0,0,15,3.468,187.1428571
2013,1550,1,51,3,3,4,26,10,4,0,4,0,0,7,3.468,187.1428571
2013,689,1,73,16,16,4,47,10,12,0,20,0,0,54,3.468,187.1428571
2013,996,1,28,19,19,0,13,12,7,0,9,0,0,42,3.468,178.4285714
2013,26,1,27,5,5,1,11,2,2,0,2,0,1,6,3.468,221.7142857
2013,247,1,29,15,15,2,21,9,2,0,2,0,0,13,3.468,191.4285714
2013,816,1,58,21,22,3,50,5,1,0,1,0,0,64,3.468,209
2013,1492,1,16,5,5,0,1,11,26,0,44,0,1,11,3.468,182.7142857
2013,1142,1,44,6,6,0,2,11,0,0,0,0,0,0,3.468,182.7142857
2013,1739,1,64,9,9,4,17,9,5,0,7,0,0,3,3.468,191.4285714
2013,657,1,38,4,4,1,10,2,17,0,8,1,1,18,3.468,221.7142857
2013,1291,1,39,8,8,0,3,10,1,0,2,0,0,6,3.468,187.1428571
2013,1683,1,46,11,11,0,8,2,1,0,2,0,0,22,3.468,221.7142857
2013,1570,1,30,4,4,0,10,2,1,0,1,0,0,23,3.468,221.7142857
2013,973,1,18,0,0,0,3,2,0,0,0,0,0,0,3.468,221.7142857
2013,1239,1,22,1,1,0,4,2,10,1,1,0,0,7,3.468,221.7142857
2013,1224,1,30,3,3,1,7,2,3,0,3,0,0,6,3.468,221.7142857
2013,1639,1,41,3,3,0,9,10,10,0,9,0,0,26,3.468,187.1428571
2013,1783,1,16,7,7,2,16,4,2,0,4,0,0,25,3.468,213.2857143
2013,1288,1,26,6,6,0,11,10,2,0,1,0,1,19,3.468,187.1428571
2013,1234,1,19,4,4,1,7,10,5,0,6,0,0,19,3.468,187.1428571
2013,1587,1,23,11,11,2,11,10,7,0,12,0,0,35,3.468,187.1428571
2013,123,1,21,6,6,4,24,9,4,0,4,0,0,22,3.468,191.4285714
2013,45,1,11,6,6,1,12,9,2,0,3,0,0,7,3.468,191.4285714
2013,1657,1,32,11,11,0,10,9,3,0,4,0,0,20,3.468,191.4285714
2013,9,1,14,4,4,7,15,9,0,0,0,0,0,0,3.468,191.4285714
2013,1571,1,44,28,28,0,15,9,111,4,58,5,6,26,3.468,191.4285714
2013,1177,1,37,3,3,0,5,8,28,0,12,2,1,1,3.468,195.8571429
2013,623,1,7,7,7,0,3,8,26,2,19,0,0,13,3.468,195.8571429
2013,199,1,15,15,15,0,3,9,15,0,21,0,0,12,3.468,191.4285714
2013,1441,1,31,5,5,0,15,3,1,0,1,0,0,3,3.468,217.7142857
2013,1836,1,29,4,4,1,22,2,1,0,2,0,0,12,3.468,221.7142857
2013,1184,1,20,3,3,1,15,1,1,0,1,0,0,1,3.468,226.1428571
2013,1816,1,22,15,17,2,31,1,3,0,3,0,0,38,3.468,226.1428571
2013,1697,1,18,3,3,0,17,9,1,0,1,0,0,28,3.468,191.4285714
2013,1832,1,19,6,6,1,2,8,33,1,16,1,0,1,3.468,195.8571429
2013,481,1,18,4,4,0,7,10,4,0,1,0,0,17,3.468,187.1428571
2013,1700,1,4,4,4,0,1,10,4,0,7,0,0,5,3.468,187.1428571
2013,529,1,44,38,38,3,17,2,23,2,15,0,1,55,3.468,221.7142857
2013,831,1,31,20,20,2,33,2,46,0,70,0,0,8,3.468,221.7142857
2013,1845,1,39,10,10,1,7,11,7,0,9,0,0,10,3.468,182.7142857
2013,1351,1,32,4,4,2,11,11,7,0,9,0,0,19,3.468,182.7142857
2013,1812,1,16,12,13,0,2,11,0,0,0,0,0,0,3.468,182.7142857
2013,1717,1,23,4,4,0,12,11,1,0,1,0,0,16,3.468,182.7142857
2013,1643,1,4,0,0,0,5,11,8,0,10,0,1,5,3.468,182.7142857
2013,1301,1,5,1,1,0,4,11,2,0,4,0,0,0,3.468,182.7142857
2013,1595,1,28,7,7,1,4,9,0,0,0,0,0,0,3.468,191.4285714
2013,1830,1,38,5,5,0,11,8,10,0,18,0,1,3,3.468,195.8571429
2013,1243,1,57,4,4,2,11,11,0,0,0,0,0,0,3.468,182.7142857
2013,1456,1,31,11,11,0,10,10,0,0,0,0,0,0,3.468,187.1428571
2013,1584,1,15,5,5,0,12,10,0,0,0,0,0,0,3.468,187.1428571
2013,1298,1,28,2,2,1,11,8,2,0,1,0,0,11,3.468,195.8571429
2013,1764,1,49,62,63,0,14,8,14,0,18,0,1,123,3.468,195.8571429
2013,1613,1,20,1,1,0,6,8,2,0,4,0,1,12,3.468,195.8571429
2013,1343,1,40,0,0,1,8,5,0,0,0,0,0,0,3.468,209
2013,1188,1,27,17,17,5,19,5,0,0,0,0,0,0,3.468,209
2013,1512,1,36,6,6,0,5,8,1,0,2,0,0,4,3.468,195.8571429
2013,53,1,14,5,5,0,2,4,6,0,8,0,0,21,3.468,213.2857143
2013,1483,1,19,3,3,0,1,8,1,0,1,0,0,23,3.468,195.8571429
2013,1556,1,18,9,9,0,5,8,0,0,0,0,0,0,3.468,195.8571429
2013,104,1,31,7,7,2,12,1,3,0,3,0,1,19,3.468,226.1428571
2013,952,1,17,4,4,0,11,5,0,0,0,0,0,0,3.468,209
2013,1802,1,11,2,2,1,9,5,0,0,0,0,0,0,3.468,209
2013,1684,1,33,2,2,0,7,5,10,0,0,1,0,1,3.468,209
2013,1195,1,25,4,4,1,7,10,0,0,0,0,0,0,3.468,187.1428571
2013,1107,1,30,6,6,2,6,10,0,0,0,0,0,0,3.468,187.1428571
2013,122,1,93,21,21,2,18,10,9,0,15,0,0,59,3.468,187.1428571
2013,598,1,113,12,12,2,29,10,9,0,13,0,0,23,3.468,187.1428571
2013,290,1,31,3,3,0,13,3,1,0,1,0,0,23,3.468,217.7142857
2013,356,1,25,4,5,7,21,3,1,0,1,0,0,9,3.468,217.7142857
2013,1591,1,6,2,2,0,5,2,2,0,1,0,1,15,3.468,221.7142857
2013,300,1,45,11,11,3,21,12,3,0,0,0,0,25,3.468,178.4285714
2013,231,1,41,7,7,0,9,2,3,0,6,0,0,22,3.468,221.7142857
2013,347,1,43,21,21,0,16,11,23,1,14,0,3,24,3.468,182.7142857
2013,1119,1,41,9,9,0,22,1,0,0,0,0,0,0,3.468,226.1428571
2013,1820,1,15,1,1,0,3,7,0,0,0,0,0,0,3.468,200.2857143
2013,170,1,39,6,6,1,13,8,7,0,0,1,0,19,3.468,195.8571429
2013,452,1,39,10,10,0,14,5,13,0,16,0,0,5,3.468,209
2013,1646,1,20,4,4,2,14,5,1,0,1,0,0,16,3.468,209
2013,1210,1,49,15,15,0,19,6,16,0,23,0,0,5,3.468,204.5714286
2013,649,1,36,5,5,0,18,6,25,2,15,0,0,28,3.468,204.5714286
2013,1619,1,24,9,9,1,7,6,0,0,0,0,0,0,3.468,204.5714286
2013,509,1,14,7,7,4,18,6,10,0,14,0,0,53,3.468,204.5714286
2013,1497,1,37,3,3,0,8,6,1,0,1,0,0,8,3.468,204.5714286
2013,1134,1,23,19,19,1,22,6,72,0,105,0,2,17,3.468,204.5714286
2013,1662,1,20,9,9,0,8,6,2,0,3,0,0,25,3.468,204.5714286
2013,1621,1,9,5,5,0,5,5,6,1,0,0,0,10,3.468,209
2013,1484,1,24,6,6,0,17,6,19,0,25,0,1,5,3.468,204.5714286
2013,1463,1,32,6,6,1,7,6,1,0,1,0,0,10,3.468,204.5714286
2013,1674,1,22,4,4,1,9,11,32,0,49,0,0,17,3.468,182.7142857
2013,1480,1,73,52,52,5,72,8,70,0,107,0,1,88,3.468,195.8571429
2013,1651,1,13,7,8,1,10,3,3,0,4,0,0,4,3.468,217.7142857
2013,274,1,19,5,5,0,2,5,1,0,2,0,0,18,3.468,209
2013,983,1,46,2,2,0,2,5,0,0,0,0,0,0,3.468,209
2013,481,1,28,12,12,1,24,6,0,0,0,0,0,0,3.468,204.5714286
2013,1075,1,11,2,2,1,4,6,1,0,1,0,0,5,3.468,204.5714286
2013,1084,1,22,19,20,1,16,5,4,0,5,0,0,34,3.468,209
2013,1717,1,28,5,5,0,5,8,0,0,0,0,0,0,3.468,195.8571429
2013,758,1,18,0,0,0,2,5,0,0,0,0,0,0,3.468,209
2013,366,1,26,3,3,3,41,4,6,0,6,0,0,33,3.468,213.2857143
2013,150,1,36,14,14,4,16,9,1,0,1,0,0,9,3.468,191.4285714
2013,264,1,7,8,8,0,18,4,3,0,4,0,0,0,3.468,213.2857143
2013,1202,1,20,28,28,0,16,4,28,2,15,0,0,39,3.468,213.2857143
2013,145,1,19,13,14,0,12,6,3,0,5,0,1,36,3.468,204.5714286
2013,1541,1,27,12,12,2,11,6,0,0,0,0,0,0,3.468,204.5714286
2013,391,1,36,8,8,0,4,12,0,0,0,0,0,0,3.468,178.4285714
2013,1663,1,64,3,3,7,18,12,2,0,2,0,0,34,3.468,178.4285714
2013,1434,1,21,3,3,0,2,12,1,0,1,0,0,11,3.468,178.4285714
2013,547,1,48,10,10,5,12,12,9,1,3,0,0,20,3.468,178.4285714
2013,1662,1,18,3,3,0,6,12,3,0,4,0,0,11,3.468,178.4285714
2013,1344,1,12,1,1,1,12,12,0,0,0,0,0,0,3.468,178.4285714
2013,1190,1,21,0,1,0,3,7,1,0,1,0,0,1,3.468,200.2857143
2013,189,1,18,17,17,0,4,5,1,0,1,0,0,6,3.468,209
